Personalization	type	Capability
ArchivalFootageAISystem	hasCapability	MultimodalUnderstanding
OntologyRepairTask	type	Task
AgentBasedSocialSimulationMethod	type	Method
Therapist	type	HumanAgent
FaceMatchingTaskExecution	evaluatedBy	DecisionSupportEvaluation
PolicySimulationTeam	hasMember	PolicySimulationAgent
ClinicalJudgment	allowsTask	ProteinAnalysisTask
SecurityDecisionMaking	allowsTask	CrossCheckThreatPredictionTask
ConsentAndGovernanceNegotiationExecution	performedBy	CulturalHeritageSteward
ProteinStructurePrediction	type	Capability
GuidedRobotInteractionExecution	hasInteractionEpisode	GuidedLearningInteraction
DecisionEvent_GazeInteraction1	type	TaskExecution
FaceMatchingHITeam	hasMember	FaceMatchingDecisionSupportSystem
ArchivalFootageDataset	type	Data
Recommendation_LifestyleChange	type	Data
DecisionEvent_TrustCalibration	hasInteractionEpisode	Interaction_TrustCalibration
SimulatedWorldContext	type	Context
KnowledgeFormalizationExecution_01	hasInputData	FormalizationInputData
LearningSupportEvaluation	hasExperiment	LearningOutcomeExperiment
Interaction_GazeInteraction1	hasAgentInvolved	AI_GazeAwareConversationalAgent
PreserveAndCurateArchivalKnowledgeGoal	type	Goal
ABSSWhatIfAnalysisExecution	performedBy	ABSSSimulationSystem
executesTask	domain	Agent
GraphMemoMemorySystem	hasMethod	SpreadingActivation
LeahTeacher	type	HumanAgent
CodeAssistantTeam	hasGoal	SupportCodeAuthoringGoal
BrainAgeAssessmentExecution	realizesTask	BrainAgeAssessmentTask
RobotAssistedLearningTeam	hasMember	LeahTeacher
CodeGenerationInteraction_01	type	Interaction
LongTermDialogueContext	type	Context
TrustAssessmentSystem	performsExecution	TrustCalibrationExecution
TrustCalibrationExecution	towardsGoal	DetectTrustCalibrationGoal
InSilicoPolicyInterventionExperiment	hasMetricTested	PolicyScenarioOutcomeMetric
DialogueResponseData	type	Data
BrainAgeSupportSystem	performsExecution	BrainAgeAssessmentExecution
AI_EEG_TrustCalibrationSystem	type	ArtificialAgent
KnowledgeFormalizationTeam	hasMember	Human_Expert
HILLInspectionExecution	performedBy	HILLFrameworkAgent
CollaborativeGameplayUseCase	hasHITeam	CollaborativeGameplayTeam
HumanFaceMatcher	hasCapability	HumanFaceMatchingJudgment
Interaction_LifestyleRecommendation	type	Interaction
TrustCalibrationInteraction	hasAgentInvolved	ClinicianAgent
LongMemoDialogueData	type	Data
FormalRuleGenerationTask	requiresCapability	Communication
AlphaFoldPredictionModel	hasInputData	ProteinSequenceDataset
UserState_TrustInAITeammate	type	Context
AI_PolicySimulationAgent	hasCapability	Transparency
ImproveCybersecurityResponseGoal	requiresTask	CrossCheckThreatPredictionTask
ChildUser	operatesInContext	GeometryFriends
Human_User	operatesInContext	UserState_TrustCalibrationLevel
CoCreation	type	Method
HILLExperiment	hasMetricTested	ModelAccuracyMetric
PolicySimulationTeam	hasMember	PolicyAnalyst
LearningSupportPlanningInteraction	type	Interaction
LatentSpaceInspectionData	type	Data
CrossCheckThreatPredictionExecution	towardsGoal	ImproveCybersecurityResponseGoal
Therapist	operatesInContext	PersonalizedLearningContext
ClinicalDecisionSupportTeam	type	HITeam
ProgressMonitoring	type	Capability
TrustCalibrationInteraction	hasAgentInvolved	TrustAssessmentSystem
Task_EnvironmentReconstruction	type	Task
Task_PolicySimulation	type	Task
OntologyEvolutionTeam	hasMember	LLM_Agent
CollaborativeLearningPlanInteraction_01	hasAgentInvolved	TeacherUser
VRConversationalInteractionUseCase	hasDomain	VirtualRealityDomain
DecisionEvent_GazeInteraction1	performedBy	AI_GazeAwareConversationalAgent
FormalizeKnowledgeGoal	type	Goal
CollaborativeLearningPlanInteraction_01	type	Interaction
Interaction_GazeInteraction1	hasAgentInvolved	Human_User
DecisionEvent_MoralJudgement	hasOutputData	Justification_MoralReasoning
DetectTrustCalibrationGoal	type	Goal
LongTermChatbotMemoryUseCase	hasDomain	ConversationalAIDomain
CollaborativeGameplayUseCase	hasDomain	EducationDomain
CausalDiscoveryTeam	type	HITeam
KnowledgeAcquisitionInteraction_01	type	Interaction
AI_SocialHealthCoach	hasCapability	Responsibility
TrustCalibrationExperiment	type	Experiment
LearningSupportPlanningInteraction	hasAgentInvolved	LeahTeacher
CybersecurityExpert	performsExecution	CrossCheckThreatPredictionExecution
StrategyComparisonEvaluation	type	Evaluation
InteractiveModelInspectionCapability	type	Capability
LongTermConversationInteraction	hasAgentInvolved	GraphMemoAgent
CollaborativeGameplayTeam	type	HITeam
IdentifyNeuroprotectiveProteinsGoal	requiresTask	ProteinAnalysisTask
SupportBrainAgeInterpretationGoal	requiresTask	ExplainBrainAgePredictionTask
ProvideMatchingSuggestions	allowsTask	FaceMatchingNormalSetTask
BrainAgePredictionOutput	type	Data
ProduceSimulationInsights	type	Capability
TrustCalibrationExecution	realizesTask	TrustCalibrationAssessmentTask
LongTermDialogueTask	requiresCapability	UserModeling
MemoryAugmentedDialogueInteraction_01	hasAgentInvolved	Chatbot
allowsTask	range	Task
CooperativeCuisine	type	Context
ResearchOptimizationTask	type	Task
CausalDiscoveryTeam	isInfluencedBy	SimulatedWorldContext
EEGTrustSignalData	type	Data
AI_TrustGameTeammate	hasCapability	Collaborativeness
PolicySimulationInteraction	hasAgentInvolved	HealthcarePolicyMaker
IncreasingConfidenceNotifyExperiment	hasMetricTested	DecisionQualityMetric
SupportCodeAuthoringGoal	requiresTask	QuestionAnsweringTask
ArchivalFootageAISystem	operatesInContext	ArchivalCurationContext
ExplainableBoostingMethod	type	Method
ClinicalNeurodiagnosticContext	type	Context
Therapist	hasCapability	Communication
ChildAssessmentExecution	towardsGoal	ImproveLearningOutcomesGoal
hasInteractionEpisode	domain	TaskExecution
Therapist	hasCapability	NormAwareness
DecisionEvent_GazeInteraction1	hasOutputData	Justification_GazeBasedPersonalization
HILLFrameworkAgent	performsExecution	HILLInspectionExecution
TrustCalibrationEvaluation	hasExperiment	TrustCalibrationExperiment
CulturalStewardship	type	Capability
Human_Expert	operatesInContext	UserState_TrustInLLM
ClinicalJudgment	type	Capability
GuidedLearningInteraction	type	Interaction
GameplayCoordinationExecution_01	type	TaskExecution
DecisionEvent_MoralJudgement	hasInputData	Evidence_MoralDataset
KnowledgeFormalizationExecution_01	towardsGoal	FormalizeKnowledgeGoal
Human_User	operatesInContext	UserState_HighVisualAttention
ContinuousLearning	allowsTask	CrossCheckThreatPredictionTask
ArchiveVideoSegmentationExecution	type	TaskExecution
FaceMatchingNormalSetTask	requiresCapability	ProvideMatchingSuggestions
realizesTask	range	Task
DynamicMentalizing	type	Capability
DecisionEvent_GazeInteraction1	performedBy	Human_User
DecisionSupportEvaluation	hasExperiment	DecreasingConfidenceNotifyExperiment
CodeGenerationInteraction_01	hasAgentInvolved	AdultUser
ChildAssessmentTask	type	Task
BiometricsAndForensicsDomain	type	Domain
performsExecution	range	TaskExecution
FaceMatchingHITeam	hasGoal	ImproveFaceMatchingDecisionsGoal
AdaptiveCybersecurityUseCase	type	UseCase
LatentSpaceInspectionTask	type	Task
ReconstructHiddenCausalDAGGoal	requiresTask	EvaluateStrategiesTask
ImproveFaceMatchingDecisionsGoal	type	Goal
DecisionSupportEvaluation	hasExperiment	NoMachineExperiment
ProteinInterpretationInteraction	type	Interaction
BrainAgeExperiment	hasMetricTested	InterpretabilityMetric
LongTermDialogueExecution_01	realizesTask	LongTermDialogueTask
ExplainBrainAgePredictionTask	type	Task
LongTermMemoryChatbotUseCase	hasDomain	ConversationalAIDomain
ProvideMatchingSuggestions	allowsTask	FaceMatchingHardSetTask
GuidedLearningInteraction	hasAgentInvolved	LeahTeacher
GuidedRobotInteractionExecution	performedBy	NaoRobot
TrustCalibrationEvaluation	type	Evaluation
CodeGenerationExecution_01	realizesTask	CodeGenerationTask
LongTermMemoryRetrievalExecution	type	TaskExecution
ApplyLinearRegression	allowsTask	EvaluateStrategiesTask
RobotAssistedLearningContext	type	Context
OntologyRepairExecution_01	towardsGoal	MaintainOntologyQualityGoal
ParticipatoryPolicySimulationTask	type	Task
DecisionEvent_TrustCalibration	hasInputData	Evidence_EEGSignalsUsed
HILLInspectionUseCase	type	UseCase
hasInteractionModalityConcept	domain	Interaction
ABSSWhatIfAnalysisExecution	type	TaskExecution
ABSSWhatIfAnalysisExecution	performedBy	HealthcarePolicyMaker
ArchivalGovernanceInteraction	hasAgentInvolved	CulturalHeritageSteward
Task_TrustCalibration	requiresCapability	Transparency
PersonalizedLearningSupportExecution_01	realizesTask	PersonalizedLearningSupportTask
isInfluencedBy	domain	HITeam
hasEvaluationConcept	domain	Evaluation
requiresCapability	domain	Task
RobotAssistedLearningTeam	hasMember	NaoRobot
hasOutputData	range	Data
TrustCalibrationExperiment	hasMetricTested	TrustCalibrationMetric
Interaction_MoralJudgement	hasAgentInvolved	Human_Expert
PersonalizedLearningSupportExecution_01	hasInteractionEpisode	CollaborativeLearningPlanInteraction_01
BrainAgeAssessmentExecution	towardsGoal	SupportBrainAgeInterpretationGoal
performsExecution	domain	Agent
AssistiveRobot	hasCapability	Engagement
EducationalPlanningExecution	realizesTask	EducationalPlanningTask
DecisionEvent_TrustCalibration	type	TaskExecution
AdultUser	type	HumanAgent
LongTermDialogueTask	requiresCapability	Communication
FaceMatchingDecisionSupportUseCase	hasDomain	BiometricsAndForensicsDomain
InterveneOnActionableNodes	type	Capability
Interaction_EnvironmentReconstruction	type	Interaction
AdaptiveCybersecurityUseCase	hasDomain	SecurityDomain
NaoRobot	performsExecution	GuidedRobotInteractionExecution
ArchiveVideoSegmentationTask	requiresCapability	ReinforcementLearningSupport
DesignerUser	type	HumanAgent
RecommendationTask	type	Task
PositiveReinforcementInteraction_01	hasAgentInvolved	Alex
DecisionEvent_GazeInteraction1	hasInputData	Data_GazeTrackingStream
LongTermMemoryExperiment	type	Experiment
TrustCalibrationExecution	evaluatedBy	TrustCalibrationEvaluation
SupportCodeAuthoringGoal	type	Goal
RunSocialSimulationsTask	requiresCapability	SimulateSocialInteractions
BrainAgePredictionUseCase	hasHITeam	BrainAgePredictionTeam
AI_LLM_MoralReasoner	hasCapability	Responsibility
DrivingSupportTeam	hasMember	AdultUser
HILLInspectionUseCase	hasDomain	ArtificialIntelligenceResearchDomain
SupportPersonalizedLearningGoal	requiresTask	PersonalizedLearningSupportTask
SupportClinicalDecisionMakingGoal	requiresTask	ClinicalRecommendationTask
Evidence_GazeAttentionData	type	Data
ClinicianAgent	type	HumanAgent
hasAgentConcept	domain	Agent
realizesTask	domain	TaskExecution
DecisionEvent_CollaborativeGameStrategy	type	TaskExecution
CybersecurityResponseTeam	hasGoal	ImproveCybersecurityResponseGoal
CausalDiscoveryInteraction	hasAgentInvolved	HumanExperimenter
PersonalizedLearningSupportExecution_01	hasOutputData	LearningSupportRecommendationData
ArchiveVideoSegmentationExecution	hasInteractionEpisode	ArchivalGovernanceInteraction
CybersecurityResponseTeam	hasMember	AISecuritySystem
ArchivalGovernanceInteraction	hasAgentInvolved	ArchivalFootageAISystem
CausalDiscoveryInteraction	type	Interaction
DecreasingConfidenceNoNotifyExperiment	type	Experiment
ProteinAnalysisExecution	hasInputData	ProteinSequenceDataset
RestoreAccessExecution	performedBy	CybersecurityExpert
GameplayCoordinationExecution_01	towardsGoal	EnableCollaborativeGameplayGoal
EvaluateStrategiesTask	type	Task
HybridHumanPolicyTeam	hasGoal	SupportHealthcarePolicyDecisionsGoal
ABSSWhatIfAnalysisExecution	evaluatedBy	PolicyScenarioEvaluation
BrainAgePredictionModel_Instance	hasOutputData	BrainAgePredictionOutput
SupportBrainAgeInterpretationGoal	type	Goal
StrategyComparisonEvaluation	hasExperiment	DAG20MinStrategyExperiment
TrustCalibrationExecution	hasInteractionEpisode	TrustCalibrationInteraction
hasHITeam	domain	UseCase
Task_TrustCalibration	type	Task
Creativity	type	Capability
FormalRuleGenerationTask	requiresCapability	Transparency
CybersecurityExpert	operatesInContext	AdaptiveCybersecurityContext
LiteratureCrossReferencingExecution	towardsGoal	IdentifyNeuroprotectiveProteinsGoal
Task_GazePersonalization	requiresCapability	Adaptiveness
QualitativeExpertJudgment	allowsTask	RefinePolicyScenariosTask
TrustCalibrationEvaluation	hasMetricConcept	TrustCalibrationMetric
NeurosymbolicRepairInteraction_01	hasAgentInvolved	Human_Expert
BrainAgeAssessmentExecution	usesModel	BrainAgePredictionModel_Instance
IdentifyNeuroprotectiveProteinsGoal	type	Goal
Task_CollaborativeGameStrategy	type	Task
VRConversationalAgent	type	ArtificialAgent
GameplayCoordinationData	type	Data
CollaborativeGameplayUseCase	type	UseCase
HumanFaceMatchingJudgment	allowsTask	FaceMatchingNormalSetTask
SupportHealthcarePolicyDecisionsGoal	requiresTask	RunSocialSimulationsTask
FaceMatchingTaskExecution	performedBy	FaceMatchingDecisionSupportSystem
VoiceToTextTask	type	Task
BrainAgePredictionModel_Instance	type	Model
TrustCalibrationTeam	hasMember	TrustAssessmentSystem
isInfluencedBy	range	Context
BrainAgeExplanationExecution	hasInputData	BrainAgePredictionOutput
LongTermChatbotMemoryUseCase	hasHITeam	LongTermChatbotMemoryTeam
isAssignedToTask	range	Task
hasMetricConcept	domain	Evaluation
LongTermChatbotMemoryTeam	hasMember	ChatbotUserAgent
DetectTrustCalibrationGoal	requiresTask	TrustCalibrationAssessmentTask
GraphMemoAgent	type	ArtificialAgent
TrustAssessmentSystem	type	ArtificialAgent
UserIntentionResolutionTask	requiresCapability	Adaptiveness
LongTermMemoryCapability	type	Capability
Clinician	hasCapability	TrustInAutomation
DAG20MaxStrategyExperiment	type	Experiment
ComputeInteractionMetrics	allowsTask	AssessInfluenceAndConfirmationTask
AI_TrustGameTeammate	hasCapability	Communication
ChildAssessmentExecution	performedBy	AnnaTherapist
RepeatedInterventionsExecution	realizesTask	EvaluateStrategiesTask
LongTermMemoryRetrievalExecution	evaluatedBy	LongTermMemoryEvaluation
CodeGenerationController	hasCapability	Communication
LongTermDialogueExecution_01	hasInteractionEpisode	MemoryAugmentedDialogueInteraction_01
MemoryRetentionMetric	type	Metric
HILLEvaluation	type	Evaluation
RepeatedInterventionsExecution	performedBy	AutonomousCausalLearner
Static95Experiment	type	Experiment
KnowledgeFormalizationUseCase	hasDomain	KnowledgeEngineeringDomain
DrivingRecommendationData	type	Data
PositiveReinforcementInteraction_01	hasAgentInvolved	AssistiveRobot
LongTermDialogueTeam	isInfluencedBy	LongContextInteractionContext
OntologyRepairExecution_01	hasInputData	CandidateKnowledgeBuffer
BlockSuspiciousTrafficExecution	performedBy	AISecuritySystem
HILLInspectionModel_Instance	hasMethod	KnowledgeDistillationMethod
ImproveCybersecurityResponseGoal	requiresTask	BlockSuspiciousTrafficTask
AlphaFoldSystem	type	ArtificialAgent
CollaborativeLearningPlanInteraction_01	hasAgentInvolved	Therapist
DecisionEvent_EnvironmentReconstruction	performedBy	AI_PaleoReconstructionAssistant
CybersecurityResponseTeam	hasMember	CybersecurityExpert
ProteinPredictionEvaluation	type	Evaluation
LongTermChatbotMemoryTeam	hasMember	GraphMemoAgent
ConsentAndGovernanceNegotiationExecution	type	TaskExecution
Static5Experiment	type	Experiment
Interaction_MoralJudgement	type	Interaction
TrustAssessmentModel_Instance	hasOutputData	TrustCalibrationAssessmentData
InterpretSimulationResultsTask	type	Task
CIFAR10ImageData	type	Data
GuidedLearningInteraction	hasAgentInvolved	NaoRobot
HumanFaceMatchingJudgment	allowsTask	FaceMatchingHardSetTask
Interaction_EnvironmentReconstruction	hasAgentInvolved	Human_Researcher
hasRoleConcept	domain	Agent
hasAgentInvolved	domain	Interaction
AdultUser	hasCapability	Communication
GeneratedCodeData	type	Data
DesignerUser	hasCapability	Communication
DiagnosticUncertaintyContext	type	Context
ProteinAnalysisExecution	evaluatedBy	ProteinPredictionEvaluation
hasCapability	domain	Agent
Recommendation_MoralChoice	type	Data
hasExperiment	range	Experiment
CausalDiscoveryUseCase	type	UseCase
CulturalHeritageSteward	type	HumanAgent
VRDialogueTeam	type	HITeam
ABSSWhatIfAnalysisExecution	towardsGoal	SupportHealthcarePolicyDecisionsGoal
ImproveHumanModelInspectionGoal	requiresTask	LatentSpaceInspectionTask
Chatbot	hasCapability	UserModeling
RestoreAccessTask	requiresCapability	SecurityDecisionMaking
DecisionEvent_EnvironmentReconstruction	hasInteractionEpisode	Interaction_EnvironmentReconstruction
PolicySimulationInteraction	type	Interaction
hasMetricTested	range	Metric
ChildUser	type	HumanAgent
HILLInspectionInteraction	type	Interaction
HILLFrameworkAgent	hasCapability	InteractiveModelInspectionCapability
RefinePolicyScenariosTask	requiresCapability	ProduceSimulationInsights
MLPractitionerAgent	type	HumanAgent
DecisionEvent_EnvironmentReconstruction	hasInputData	Data_ArchaeologyRecords
ChildAssessmentExecution	hasInteractionEpisode	LearningSupportPlanningInteraction
Task_GazePersonalization	requiresCapability	Communication
DrivingSensorData	type	Data
SupportCodeAuthoringGoal	requiresTask	ExplainabilityTask
RepeatedInterventionsExecution	performedBy	HumanExperimenter
PublicPolicySimulationUseCase	hasHITeam	PolicySimulationTeam
TrustCalibrationExecution	hasInputData	EEGTrustSignalData
VRDialogueInteraction	hasAgentInvolved	VRConversationalAgent
DrivingRecommendationExecution_01	realizesTask	RecommendationTask
DecisionConfidence	type	Capability
RobotAssistedLearningTeam	type	HITeam
HILLInspectionTeam	isInfluencedBy	InteractiveMLInspectionContext
Human_Expert	type	HumanAgent
BrainAgeAssessmentExecution	performedBy	BrainAgeSupportSystem
Interaction_CollaborativeGameStrategy	hasAgentInvolved	AI_TrustGameTeammate
BrainAgeAssessmentExecution	hasInteractionEpisode	BrainAgeInterpretationInteraction
CausalDiscoveryModel	hasMethod	LinearRegressionMethod
DecisionEvent_MoralJudgement	type	TaskExecution
PersonalizedLearningSupportTask	requiresCapability	Personalization
DataGovernanceNegotiationTask	type	Task
SustainLongTermDialogueGoal	type	Goal
InferCausalLinksTask	type	Task
ArchivalCurationTeam	type	HITeam
hasGoal	domain	HITeam
LongTermDialogueTeam	hasMember	Human_User
NeurosymbolicRepairInteraction_01	type	Interaction
GazeAwareDialogueExecution	realizesTask	GazeAwareDialogueTask
AI_TrustGameTeammate	type	ArtificialAgent
GameplayInteraction_01	type	Interaction
CulturalHeritageSteward	hasCapability	Negotiation
ConsentAndGovernanceNegotiationExecution	hasInteractionEpisode	ArchivalGovernanceInteraction
LongTermMemoryRetrievalExecution	towardsGoal	MaintainLongTermConversationGoal
EnableCollaborativeGameplayGoal	requiresTask	JointActionTask
ProteinDiscoveryTeam	hasMember	DrEmilyChen
ReconstructHiddenCausalDAGGoal	type	Goal
OntologyRepairExecution_01	realizesTask	OntologyRepairTask
CodeGenerationController	type	ArtificialAgent
HILLInspectionExecution	hasInteractionEpisode	HILLInspectionInteraction
HILLInspectionModel_Instance	hasInputData	CIFAR10ImageData
HealthcarePolicyMaker	hasCapability	QualitativeExpertJudgment
ExplainabilityTask	requiresCapability	Communication
ClinicalRecommendationExecution_01	performedBy	Clinician
GPT_4o_mini	hasMethod	Hybrid
CybersecurityResponseEvaluation	hasExperiment	CybersecurityResponseExperiment
Data_EEGSignals	type	Data
Task_PolicySimulation	requiresCapability	Adaptiveness
AutonomousCausalLearner	type	ArtificialAgent
Transparency	type	Capability
FaceMatchingStudyContext	hasInfluenceOn	FaceMatchingHITeam
BlockSuspiciousTrafficTask	type	Task
CausalDiscoveryTeam	hasMember	HumanExperimenter
GazeAwareDialogueTask	type	Task
DecisionEvent_PolicySimulation	type	TaskExecution
ClinicalRecommendationExecution_01	performedBy	ClinicalAIDecisionSupportTool
hasMetricTested	domain	Experiment
MaintainLongTermConversationGoal	type	Goal
HumanExperimenter	operatesInContext	SimulatedWorldContext
CodeGenerationTask	type	Task
TrustCalibrationMetric	type	Metric
Chatbot	hasCapability	Communication
CulturalHeritageSteward	performsExecution	ConsentAndGovernanceNegotiationExecution
PersonalizedLearningSupportTask	requiresCapability	Adaptiveness
ABSSWhatIfAnalysisExecution	realizesTask	RunSocialSimulationsTask
BrainAgePredictionUseCase	hasDomain	HealthcareDomain
Alex	hasCapability	Collaborativeness
ApplyLinearRegression	allowsTask	InferCausalLinksTask
OntologyRepairTask	requiresCapability	Communication
LatentSpaceInspectionTask	requiresCapability	InteractiveModelInspectionCapability
FormalizationAssistantAgent	type	ArtificialAgent
CausalDiscoveryTeam	hasGoal	ReconstructHiddenCausalDAGGoal
GuidedRobotInteractionTask	requiresCapability	WizardOfOzInteraction
ResearchCoordination	type	Capability
GameplayInteraction_01	hasAgentInvolved	RobotAgent
MultimodalUnderstanding	type	Capability
DrivingSupportTeam	type	HITeam
ABSSWhatIfAnalysisExecution	hasInteractionEpisode	PolicySimulationInteraction
DrEmilyChen	performsExecution	LiteratureCrossReferencingExecution
PolicySimulationTeam	type	HITeam
DecisionEvent_LifestyleRecommendation	hasInputData	Evidence_LifestyleLogs
AlphaFoldSystem	operatesInContext	ProteinDiscoveryResearchContext
AlexLearningSupportTeam	hasMember	AssistiveRobot
NeurosymbolicOntologyEvolutionUseCase	type	UseCase
AssistiveRobot	hasCapability	ProgressMonitoring
InferCausalLinksTask	requiresCapability	ApplyLinearRegression
RepeatedInterventionsExecution	evaluatedBy	StrategyComparisonEvaluation
GameplayCoordinationExecution_01	performedBy	RobotAgent
PersonalizedLearningSupportExecution_01	performedBy	Therapist
StrategyComparisonEvaluation	hasExperiment	DAG20PureRandomStrategyExperiment
PolicyScenarioOutcomeMetric	type	Metric
VirtualRealityDomain	type	Domain
GraphMemoModel_Instance	hasOutputData	RetrievedMemoryData
BrainAgeSupportSystem	type	ArtificialAgent
BrainAgeExplanationExecution	towardsGoal	SupportBrainAgeInterpretationGoal
ChatbotUserAgent	operatesInContext	LongTermDialogueContext
StrategyPerformanceMetric	type	Metric
DecisionEvent_TrustCalibration	performedBy	AI_EEG_TrustCalibrationSystem
NormAwareness	type	Capability
AnnaTherapist	hasCapability	TherapeuticExpertise
BrainAgeSupportSystem	hasCapability	ClinicalDecisionSupportCapability
ClinicalUncertaintyCommunicationUseCase	hasDomain	HealthcareDomain
hasInputData	domain	Model
OntologyEvolutionTeam	isInfluencedBy	OntologyMaintenanceContext
DecisionEvent_PolicySimulation	hasInputData	Evidence_SimulationParameters
HILLInspectionExecution	evaluatedBy	HILLEvaluation
HumanExperimenter	type	HumanAgent
GraphMemoModel_Instance	hasInputData	LongMemoDialogueData
PredictedProteinStructureData	type	Data
AnnaTherapist	hasCapability	BehavioristApproach
Static50Experiment	type	Experiment
OntologyEvolutionTeam	hasGoal	MaintainOntologyQualityGoal
RefinePolicyScenariosTask	requiresCapability	QualitativeExpertJudgment
NeurosymbolicRepairInteraction_01	hasAgentInvolved	LLM_Agent
CodeGenerationExecution_01	performedBy	CodeGenerationController
ArchiveVideoSegmentationExecution	realizesTask	ArchiveVideoSegmentationTask
HILLInspectionExecution	hasInputData	CIFAR10ImageData
VRConversationalInteractionUseCase	hasHITeam	VRDialogueTeam
ProteinDiscoveryUseCase	hasDomain	HealthcareDomain
Static95Experiment	hasMetricTested	DecisionQualityMetric
PatternRecognitionForThreatDetection	allowsTask	BlockSuspiciousTrafficTask
GraphMemoryMethod	type	Method
FormalizeKnowledgeGoal	requiresTask	FormalRuleGenerationTask
DecisionEvent_TrustCalibration	hasOutputData	Justification_EEGSignalAnalysis
usesModel	domain	TaskExecution
WizardOfOzInteraction	allowsTask	GuidedRobotInteractionTask
Recommendation_CollaborationStrategy	type	Data
TrustCalibrationExecution	usesModel	TrustAssessmentModel_Instance
hasInteractionEpisode	range	Interaction
AI_PaleoReconstructionAssistant	type	ArtificialAgent
ProteinPredictionExperiment	type	Experiment
CodeGenerationInteraction_01	hasAgentInvolved	CodeGenerationController
AI_EEG_TrustCalibrationSystem	hasCapability	Adaptiveness
GovernanceDomain	type	Domain
AlexLearningSupportTeam	type	HITeam
LongTermDialogueExecution_01	towardsGoal	SustainLongTermDialogueGoal
PolicySimulationExecution	towardsGoal	PolicySimulationGoal
SupportHealthcarePolicyDecisionsGoal	type	Goal
